Período do ingresso,Turno,Turma,Id. GRACE,Situação,Tipo ingresso,Sexo
2009/1,Noturno,104,833,Término,Vestibular,Masculino
2009/1,Noturno,104,834,Cancelamento ultrapassou prazo máximo,Vestibular,Masculino
2009/1,Noturno,104,835,Cancelamento trancamento 4 semestres,Vestibular 3 Lista,Masculino
2009/1,Noturno,104,836,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2009/1,Noturno,104,837,Término,Transf Externa,Masculino
2009/1,Noturno,104,838,Término,Vestibular,Masculino
2009/1,Noturno,104,839,Término,Vestibular,Masculino
2009/1,Noturno,104,840,Término,Vestibular,Masculino
2009/1,Noturno,104,841,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2009/1,Noturno,104,842,Término,Vestibular,Masculino
2009/1,Noturno,104,843,Término,Vestibular 2 Lista,Feminino
2009/1,Noturno,104,844,Outros,Transf USP,Masculino
2009/1,Noturno,104,845,Trancado,Vestibular 2 Lista,Feminino
2009/1,Noturno,104,846,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2009/1,Noturno,104,847,Encerramento novo ingresso,Vestibular 2 Lista,Masculino
2009/1,Noturno,104,848,Cancelamento menos 20% créditos 2 semestres,Vestibular,Masculino
2009/1,Noturno,104,849,Desistência a pedido,Vestibular,Masculino
2009/1,Noturno,104,850,Término,Vestibular,Masculino
2009/1,Noturno,104,851,Término,Transf USP,Masculino
2009/1,Noturno,104,852,Término,Vestibular,Masculino
2009/1,Noturno,104,853,Término,Vestibular,Masculino
2009/1,Noturno,104,854,Término,Vestibular,Masculino
2009/1,Noturno,104,855,Término,Vestibular,Masculino
2009/1,Noturno,104,856,Término,Vestibular,Masculino
2009/1,Noturno,104,857,Término,Vestibular,Feminino
2009/1,Noturno,104,858,Cancelamento 0 crédito em dois semestres,Vestibular,Feminino
2009/1,Noturno,104,859,Término,Vestibular,Masculino
2009/1,Noturno,104,860,Término,Vestibular 3 Lista,Masculino
2009/1,Noturno,104,861,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2009/1,Noturno,104,862,Término,Vestibular,Masculino
2009/1,Noturno,104,863,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2009/1,Noturno,104,864,Término,Vestibular,Masculino
2009/1,Noturno,104,865,Término,Vestibular,Feminino
2009/1,Noturno,104,866,Término,Vestibular,Feminino
2009/1,Noturno,104,867,Término,Vestibular,Masculino
2009/1,Noturno,104,868,Término,Vestibular,Masculino
2009/1,Noturno,104,869,Cancelamento menos 20% créditos 2 semestres,Vestibular 2 Lista,Masculino
2009/1,Noturno,104,870,Transferência USP,Vestibular,Feminino
2009/1,Noturno,104,871,Término,Vestibular,Feminino
2009/1,Noturno,104,872,Ingressante sem Frequência,Vestibular,Masculino
2009/1,Noturno,104,873,Término,Vestibular,Masculino
2009/1,Noturno,104,874,Ingressante sem Frequência,Vestibular,Masculino
2009/1,Noturno,104,875,Término,Vestibular 2 Lista,Masculino
2009/1,Noturno,104,876,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2009/1,Noturno,104,877,Término,Vestibular,Masculino
2009/1,Noturno,104,878,Reativado,Vestibular,Masculino
2009/1,Noturno,104,879,Término,Transf USP,Feminino
2009/1,Noturno,104,880,Término,Vestibular,Masculino
2009/1,Noturno,104,881,Ativo,Vestibular,Masculino
2009/1,Noturno,104,882,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2009/1,Noturno,104,883,Término,Vestibular 3 Lista,Masculino
2009/1,Noturno,104,884,Término,Vestibular,Masculino
2009/1,Noturno,104,885,Término,Vestibular,Masculino
2009/1,Noturno,104,886,Término,Vestibular,Masculino
2009/1,Noturno,104,887,Término,Vestibular,Masculino
2009/1,Noturno,104,888,Término,Vestibular,Masculino
2009/1,Noturno,104,889,Término,Vestibular,Masculino
2009/1,Noturno,104,890,Término,Vestibular,Masculino
2009/1,Noturno,104,891,Cancelamento trancamento 4 semestres,Transf USP,Masculino
2009/1,Noturno,104,892,Cancelamento ultrapassou prazo máximo,Vestibular,Masculino
2009/1,Noturno,104,893,Término,Vestibular,Masculino
2009/1,Noturno,104,894,Término,Vestibular,Masculino
2009/1,Noturno,104,895,Cancelamento 0 crédito em dois semestres,Vestibular 2 Lista,Masculino
2009/1,Noturno,104,896,Término,Vestibular,Masculino
2009/1,Noturno,104,897,Término,Vestibular,Masculino
2009/1,Noturno,104,898,Cancelamento menos 20% créditos 2 semestres,Vestibular,Feminino
2009/1,Noturno,104,899,Desistência a pedido,Vestibular 2 Lista,Masculino
2009/1,Noturno,104,900,Reativado,Vestibular,Masculino
2009/1,Noturno,104,901,Término,Vestibular,Masculino
2009/1,Noturno,104,902,Término,Vestibular,Masculino
2009/1,Noturno,104,903,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2009/1,Noturno,104,904,Ingressante sem Frequência,Vestibular,Masculino
2009/1,Noturno,104,905,Término,Transf Externa,Masculino
2009/1,Noturno,104,906,Término,Vestibular,Masculino
2010/1,Diurno,102,907,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2010/1,Diurno,102,908,Cancelamento menos 20% créditos 2 semestres,Vestibular,Masculino
2010/1,Diurno,102,909,Término,Vestibular,Masculino
2010/1,Diurno,102,910,Término,Vestibular 5 Lista,Masculino
2010/1,Diurno,102,911,Encerramento novo ingresso,Vestibular,Feminino
2010/1,Diurno,102,912,Término,Vestibular,Feminino
2010/1,Diurno,102,913,Cancelamento menos 20% créditos 2 semestres,Vestibular,Feminino
2010/1,Diurno,102,914,Término,Vestibular,Masculino
2010/1,Diurno,102,915,Abandono 2 semestres sem matrícula,Graduado,Feminino
2010/1,Diurno,102,916,Término,Vestibular,Feminino
2010/1,Diurno,102,917,Encerramento novo ingresso,Vestibular,Feminino
2010/1,Diurno,102,918,Término,Vestibular 3 Lista,Masculino
2010/1,Diurno,102,919,Término,Vestibular,Masculino
2010/1,Diurno,102,920,Término,Vestibular 2 Lista,Feminino
2010/1,Diurno,102,921,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2010/1,Diurno,102,922,Término,Vestibular,Masculino
2010/1,Diurno,102,923,Ingressante sem Frequência,Vestibular,Masculino
2010/1,Diurno,102,924,Término,Vestibular,Masculino
2010/1,Diurno,102,925,Término,Vestibular,Masculino
2010/1,Diurno,102,926,Término,Vestibular,Masculino
2010/1,Diurno,102,927,Abandono 2 semestres sem matrícula,Vestibular,Masculino
2010/1,Diurno,102,928,Término,Vestibular,Masculino
2010/1,Diurno,102,929,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2010/1,Diurno,102,930,Cancelamento trancamento 4 semestres,Vestibular 2 Lista,Masculino
2010/1,Diurno,102,931,Término,Vestibular,Masculino
2010/1,Diurno,102,932,Término,Vestibular,Feminino
2010/1,Diurno,102,933,Término,Vestibular,Masculino
2010/1,Diurno,102,934,Término,Vestibular,Masculino
2010/1,Diurno,102,935,Desistência a pedido,Vestibular,Masculino
2010/1,Diurno,102,936,Término,Vestibular 3 Lista,Masculino
2010/1,Diurno,102,937,Cancelamento 0 crédito,Vestibular,Masculino
2010/1,Diurno,102,938,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2010/1,Diurno,102,939,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2010/1,Diurno,102,940,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2010/1,Diurno,102,941,Término,Vestibular,Feminino
2010/1,Diurno,102,942,Término,Transf USP,Masculino
2010/1,Diurno,102,943,Término,Vestibular,Masculino
2010/1,Diurno,102,944,Término,Vestibular,Feminino
2010/1,Diurno,102,945,Término,Vestibular,Masculino
2010/1,Diurno,102,946,Cancelamento 0 crédito em dois semestres,Vestibular 3 Lista,Masculino
2010/1,Diurno,102,947,Término,Vestibular,Masculino
2010/1,Diurno,102,948,Término,Vestibular,Masculino
2010/1,Diurno,102,949,Término,Vestibular,Masculino
2010/1,Diurno,102,950,Abandono 2 semestres sem matrícula,Vestibular,Masculino
2010/1,Diurno,102,951,Cancelamento trancamento 4 semestres,Vestibular,Feminino
2010/1,Diurno,102,952,Abandono 2 semestres sem matrícula,Vestibular,Masculino
2010/1,Diurno,102,953,Cancelamento menos 20% créditos 2 semestres,Vestibular,Feminino
2010/1,Diurno,102,954,Desistência a pedido,Vestibular,Masculino
2010/1,Diurno,102,955,Término,Vestibular,Masculino
2010/1,Diurno,102,956,Cancelamento ultrapassou prazo máximo,Vestibular 2 Lista,Masculino
2010/1,Diurno,102,957,Término,Vestibular 2 Lista,Masculino
2010/1,Diurno,102,958,Cancelamento ultrapassou prazo máximo,Vestibular,Masculino
2010/1,Noturno,104,959,Término,Vestibular,Feminino
2010/1,Noturno,104,960,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2010/1,Noturno,104,961,Término,Vestibular 3 Lista,Masculino
2010/1,Noturno,104,962,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2010/1,Noturno,104,963,Cancelamento menos 20% créditos 2 semestres,Vestibular 2 Lista,Masculino
2010/1,Noturno,104,964,Término,Vestibular 2 Lista,Masculino
2010/1,Noturno,104,965,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2010/1,Noturno,104,966,Término,Vestibular,Masculino
2010/1,Noturno,104,967,Término,Vestibular,Feminino
2010/1,Noturno,104,968,Término,Vestibular,Feminino
2010/1,Noturno,104,969,Término,Vestibular,Feminino
2010/1,Noturno,104,970,Ativo,Vestibular,Masculino
2010/1,Noturno,104,971,Término,Vestibular,Masculino
2010/1,Noturno,104,972,Término,Vestibular,Masculino
2010/1,Noturno,104,973,Trancado,Vestibular,Masculino
2010/1,Noturno,104,974,Término,Vestibular,Masculino
2010/1,Noturno,104,975,Término,Vestibular,Masculino
2010/1,Noturno,104,976,Cancelamento trancamento 4 semestres,Vestibular 2 Lista,Feminino
2010/1,Noturno,104,977,Término,Vestibular 2 Lista,Feminino
2010/1,Noturno,104,978,Cancelamento ultrapassou prazo máximo,Vestibular,Masculino
2010/1,Noturno,104,979,Cancelamento ultrapassou prazo máximo,Vestibular 2 Lista,Masculino
2010/1,Noturno,104,980,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2010/1,Noturno,104,981,Término,Vestibular,Masculino
2010/1,Noturno,104,982,Término,Vestibular,Masculino
2010/1,Noturno,104,983,Término,Vestibular,Masculino
2010/1,Noturno,104,984,Desistência a pedido,Vestibular 2 Lista,Masculino
2010/1,Noturno,104,985,Ativo,Vestibular,Masculino
2010/1,Noturno,104,986,Término,Vestibular,Masculino
2010/1,Noturno,104,987,Término,Vestibular,Masculino
2010/1,Noturno,104,988,Término,Vestibular,Masculino
2010/1,Noturno,104,989,Término,Vestibular,Masculino
2010/1,Noturno,104,990,Ingressante sem Frequência,Vestibular 2 Lista,Masculino
2010/1,Noturno,104,991,Reativado,Vestibular,Masculino
2010/1,Noturno,104,992,Término,Vestibular 3 Lista,Masculino
2010/1,Noturno,104,993,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2010/1,Noturno,104,994,Término,Vestibular,Feminino
2010/1,Noturno,104,995,Término,Vestibular,Masculino
2010/1,Noturno,104,996,Término,Vestibular 2 Lista,Masculino
2010/1,Noturno,104,997,Término,Vestibular,Masculino
2010/1,Noturno,104,998,Término,Vestibular,Masculino
2010/1,Noturno,104,999,Término,Vestibular,Masculino
2010/1,Noturno,104,1000,Ingressante sem Frequência,Vestibular,Masculino
2010/1,Noturno,104,1001,Encerramento novo ingresso,Vestibular 2 Lista,Masculino
2010/1,Noturno,104,1002,Cancelamento 0 crédito em dois semestres,Vestibular 2 Lista,Masculino
2010/1,Noturno,104,1003,Término,Vestibular,Masculino
2010/1,Noturno,104,1004,Término,Vestibular,Masculino
2010/1,Noturno,104,1005,Trancado,Vestibular,Masculino
2010/1,Noturno,104,1006,Término,Vestibular,Masculino
2010/1,Noturno,104,1007,Término,Vestibular,Masculino
2010/1,Noturno,104,1008,Ingressante sem Frequência,Vestibular,Masculino
2010/1,Noturno,104,1009,Término,Vestibular 2 Lista,Feminino
2010/1,Noturno,104,1010,Término,Vestibular,Masculino
2010/1,Noturno,104,1011,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2010/1,Noturno,104,1012,Cancelamento trancamento 4 semestres,Vestibular 3 Lista,Feminino
2010/1,Noturno,104,1013,Encerramento novo ingresso,Vestibular,Masculino
2010/1,Noturno,104,1014,Término,Vestibular,Masculino
2010/1,Noturno,104,1015,Término,Vestibular,Masculino
2010/1,Noturno,104,1016,Término,Vestibular,Masculino
2010/1,Noturno,104,1017,Término,Vestibular,Masculino
2010/1,Noturno,104,1018,Término,Vestibular,Masculino
2010/1,Noturno,104,1019,Desistência a pedido,Vestibular,Masculino
2010/1,Noturno,104,1020,Desistência a pedido,Vestibular,Masculino
2010/1,Noturno,104,1021,Término,Vestibular,Masculino
2010/1,Noturno,104,1022,Desistência a pedido,Vestibular 2 Lista,Masculino
2010/1,Noturno,104,1023,Término,Vestibular,Feminino
2010/1,Noturno,104,1024,Término,Vestibular,Masculino
2010/1,Noturno,104,1025,Término,Vestibular,Masculino
2010/1,Noturno,104,1026,Término,Vestibular,Feminino
2010/1,Noturno,104,1027,Reativado,Vestibular,Feminino
2010/1,Noturno,104,1028,Término,Vestibular,Masculino
2010/1,Noturno,104,1029,Término,Vestibular,Feminino
2010/1,Noturno,104,1030,Término,Vestibular 2 Lista,Feminino
2010/1,Noturno,104,1031,Cancelamento trancamento 4 semestres,Vestibular,Feminino
2010/1,Noturno,104,1032,Término,Vestibular,Masculino
2010/1,Noturno,104,1033,Cancelamento ultrapassou prazo máximo,Vestibular 3 Lista,Feminino
2010/1,Noturno,104,1034,Término,Vestibular,Masculino
2010/1,Noturno,104,1035,Ingressante sem Frequência,Vestibular,Masculino
2010/1,Noturno,104,1036,Cancelamento trancamento 4 semestres,Transf Externa,Masculino
2010/1,Noturno,104,1037,Cancelamento trancamento 4 semestres,Vestibular,Feminino
2010/1,Noturno,104,1038,Término,Vestibular,Feminino
2010/1,Noturno,104,1039,Término,Vestibular,Masculino
2010/1,Noturno,104,1040,Término,Vestibular,Masculino
2010/1,Noturno,104,1041,Término,Vestibular,Feminino
2010/1,Noturno,104,1042,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2010/1,Noturno,104,1043,Término,Vestibular 3 Lista,Masculino
2010/1,Noturno,104,1044,Cancelamento 0 crédito em dois semestres,Vestibular 3 Lista,Masculino
2010/1,Noturno,104,1045,Término,Vestibular,Feminino
2010/1,Noturno,104,1046,Término,Vestibular,Feminino
2010/1,Noturno,104,1047,Desistência a pedido,Vestibular,Feminino
2010/1,Noturno,104,1048,Cancelamento menos 20% créditos 2 semestres,Vestibular,Masculino
2010/1,Noturno,104,1049,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2010/1,Noturno,104,1050,Término,Vestibular,Masculino
2010/1,Noturno,104,1051,Outros,Vestibular,Masculino
2010/1,Noturno,104,1052,Término,Vestibular,Masculino
2010/1,Noturno,104,1053,Término,Vestibular,Masculino
2010/1,Noturno,104,1054,Término,Transf Externa,Masculino
2010/1,Noturno,104,1055,Término,Vestibular,Masculino
2010/1,Noturno,104,1056,Desistência a pedido,Vestibular,Masculino
2010/1,Noturno,104,1057,Desistência a pedido,Vestibular,Masculino
2010/1,Noturno,104,1058,Cancelamento 0 crédito em dois semestres,Vestibular,Feminino
2010/1,Noturno,104,1059,Término,Transf Externa,Masculino
2010/1,Noturno,104,1060,Ativo,Vestibular,Masculino
2010/1,Noturno,104,1061,Término,Vestibular,Masculino
2010/1,Noturno,104,1062,Término,Vestibular,Masculino
2010/1,Noturno,104,1063,Cancelamento ultrapassou prazo máximo,Vestibular 2 Lista,Masculino
2010/1,Noturno,104,1064,Trancado,Vestibular,Masculino
2010/1,Noturno,104,1065,Reativado,Vestibular,Masculino
2010/1,Noturno,104,1066,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2010/1,Noturno,104,1067,Término,Vestibular,Masculino
2010/1,Noturno,104,1068,Término,Vestibular,Masculino
2010/1,Noturno,104,1069,Término,Vestibular,Masculino
2010/1,Noturno,104,1070,Término,Transf USP,Masculino
2010/1,Noturno,104,1071,Ativo,Vestibular,Masculino
2010/1,Noturno,104,1072,Término,Vestibular,Masculino
2010/1,Noturno,104,1073,Término,Vestibular 2 Lista,Masculino
2010/1,Noturno,104,1074,Cancelamento ultrapassou prazo máximo,Transf Externa,Feminino
2010/1,Noturno,104,1075,Cancelamento ultrapassou prazo máximo,Vestibular,Masculino
2010/1,Noturno,104,1076,Término,Vestibular,Masculino
2010/1,Noturno,104,1077,Cancelamento 0 crédito em dois semestres,Vestibular 2 Lista,Masculino
2010/1,Noturno,104,1078,Cancelamento 0 crédito em dois semestres,Vestibular 3 Lista,Masculino
2010/1,Noturno,104,1079,Término,Vestibular 2 Lista,Masculino
2010/1,Noturno,104,1080,Término,Vestibular,Masculino
2010/1,Noturno,104,1081,Cancelamento ultrapassou prazo máximo,Vestibular,Masculino
2010/1,Noturno,104,1082,Término,Vestibular,Masculino
2010/1,Noturno,104,1083,Término,Vestibular,Masculino
2010/1,Noturno,104,1084,Término,Vestibular,Masculino
2010/1,Noturno,104,1085,Ingressante sem Frequência,Vestibular,Masculino
2010/1,Noturno,104,1086,Reativado,Transf Externa,Masculino
2010/1,Noturno,104,1087,Término,Vestibular 2 Lista,Masculino
2010/1,Noturno,104,1088,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2010/1,Noturno,104,1089,Término,Vestibular,Masculino
2010/1,Noturno,104,1090,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2010/1,Noturno,104,1091,Término,Transf USP,Masculino
2011/1,Diurno,102,1092,Cancelamento trancamento 4 semestres,Vestibular 3 Lista,Feminino
2011/1,Diurno,102,1093,Término,Vestibular,Masculino
2011/1,Diurno,102,1094,Término,Outros,Masculino
2011/1,Diurno,102,1095,Término,Vestibular 2 Lista,Masculino
2011/1,Diurno,102,1096,Término,Vestibular 3 Lista,Masculino
2011/1,Diurno,102,1097,Abandono 2 semestres sem matrícula,Vestibular,Masculino
2011/1,Diurno,102,1098,Cancelamento menos 20% créditos 2 semestres,Vestibular 3 Lista,Masculino
2011/1,Diurno,102,1099,Término,Vestibular 3 Lista,Masculino
2011/1,Diurno,102,1100,Término,Vestibular 2 Lista,Feminino
2011/1,Diurno,102,1101,Abandono 2 semestres sem matrícula,Vestibular,Masculino
2011/1,Diurno,102,1102,Cancelamento trancamento 4 semestres,Vestibular 4 Lista,Masculino
2011/1,Diurno,102,1103,Término,Vestibular 2 Lista,Masculino
2011/1,Diurno,102,1104,Ingressante sem Frequência,Vestibular 3 Lista,Masculino
2011/1,Diurno,102,1105,Término,Vestibular,Masculino
2011/1,Diurno,102,1106,Término,Vestibular,Masculino
2011/1,Diurno,102,1107,Término,Vestibular,Masculino
2011/1,Diurno,102,1108,Término,Vestibular,Masculino
2011/1,Diurno,102,1109,Término,Vestibular 2 Lista,Masculino
2011/1,Diurno,102,1110,Abandono 2 semestres sem matrícula,Vestibular,Masculino
2011/1,Diurno,102,1111,Término,Vestibular,Feminino
2011/1,Diurno,102,1112,Término,Vestibular,Feminino
2011/1,Diurno,102,1113,Ingressante sem Frequência,Vestibular,Masculino
2011/1,Diurno,102,1114,Abandono 2 semestres sem matrícula,Vestibular 2 Lista,Masculino
2011/1,Diurno,102,1115,Término,Vestibular,Masculino
2011/1,Diurno,102,1116,Término,Vestibular,Masculino
2011/1,Diurno,102,1117,Transferência USP,Vestibular,Masculino
2011/1,Diurno,102,1118,Ingressante sem Frequência,Vestibular,Masculino
2011/1,Diurno,102,1119,Término,Vestibular 2 Lista,Masculino
2011/1,Diurno,102,1120,Término,Vestibular 2 Lista,Masculino
2011/1,Diurno,102,1121,Término,Vestibular,Masculino
2011/1,Diurno,102,1122,Ingressante sem Frequência,Vestibular,Masculino
2011/1,Diurno,102,1123,Término,Vestibular 4 Lista,Feminino
2011/1,Diurno,102,1124,Transferência USP,Vestibular,Masculino
2011/1,Diurno,102,1125,Desistência a pedido,Vestibular,Masculino
2011/1,Diurno,102,1126,Desistência a pedido,Vestibular,Masculino
2011/1,Diurno,102,1127,Término,Vestibular,Masculino
2011/1,Diurno,102,1128,Ingressante sem Frequência,Vestibular,Masculino
2011/1,Diurno,102,1129,Término,Vestibular 3 Lista,Feminino
2011/1,Diurno,102,1130,Cancelamento trancamento 4 semestres,Vestibular 2 Lista,Feminino
2011/1,Diurno,102,1131,Reativado,Vestibular 3 Lista,Feminino
2011/1,Diurno,102,1132,Término,Vestibular 3 Lista,Masculino
2011/1,Diurno,102,1133,Ingressante sem Frequência,Vestibular,Masculino
2011/1,Diurno,102,1134,Término,Vestibular 3 Lista,Masculino
2011/1,Diurno,102,1135,Abandono 2 semestres sem matrícula,Vestibular 2 Lista,Masculino
2011/1,Diurno,102,1136,Término,Vestibular,Masculino
2011/1,Diurno,102,1137,Término,Vestibular 3 Lista,Masculino
2011/1,Diurno,102,1138,Término,Vestibular 3 Lista,Masculino
2011/1,Diurno,102,1139,Término,Vestibular 2 Lista,Masculino
2011/1,Diurno,102,1140,Desistência a pedido,Vestibular,Feminino
2011/1,Diurno,102,1141,Transferência USP,Vestibular 3 Lista,Masculino
2011/1,Diurno,102,1142,Cancelamento menos 20% créditos 2 semestres,Vestibular 2 Lista,Masculino
2011/1,Diurno,102,1143,Término,Vestibular 2 Lista,Masculino
2011/1,Diurno,102,1144,Ingressante sem Frequência,Vestibular 4 Lista,Masculino
2011/1,Diurno,102,1145,Término,Vestibular,Masculino
2011/1,Diurno,102,1146,Término,Vestibular 2 Lista,Masculino
2011/1,Diurno,102,1147,Término,Vestibular,Feminino
2011/1,Diurno,102,1148,Ingressante sem Frequência,Vestibular,Masculino
2011/1,Diurno,102,1149,Término,Vestibular,Masculino
2011/1,Diurno,102,1150,Cancelamento 0 crédito em dois semestres,Vestibular 2 Lista,Masculino
2011/1,Diurno,102,1151,Término,Vestibular,Feminino
2011/1,Diurno,102,1152,Término,Vestibular 3 Lista,Masculino
2011/1,Diurno,102,1153,Abandono 2 semestres sem matrícula,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1154,Término,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1155,Cancelamento menos 20% dos créditos,Vestibular 4 Lista,Feminino
2011/1,Noturno,104,1156,Ativo,Vestibular,Masculino
2011/1,Noturno,104,1157,Término,Vestibular,Masculino
2011/1,Noturno,104,1158,Cancelamento trancamento 4 semestres,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1159,Término,Vestibular,Masculino
2011/1,Noturno,104,1160,Reativado,Vestibular,Masculino
2011/1,Noturno,104,1161,Desistência a pedido,Vestibular,Masculino
2011/1,Noturno,104,1162,Reativado,Vestibular 2 Lista,Feminino
2011/1,Noturno,104,1163,Desistência a pedido,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1164,Término,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1165,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2011/1,Noturno,104,1166,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2011/1,Noturno,104,1167,Término,Vestibular,Masculino
2011/1,Noturno,104,1168,Término,Vestibular,Feminino
2011/1,Noturno,104,1169,Término,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1170,Término,Transf Externa,Masculino
2011/1,Noturno,104,1171,Cancelamento trancamento 4 semestres,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1172,Término,Vestibular 4 Lista,Masculino
2011/1,Noturno,104,1173,Reativado,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1174,Término,Vestibular,Masculino
2011/1,Noturno,104,1175,Término,Vestibular,Masculino
2011/1,Noturno,104,1176,Ativo,Vestibular,Masculino
2011/1,Noturno,104,1177,Término,Vestibular 2 Lista,Feminino
2011/1,Noturno,104,1178,Término,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1179,Cancelamento 0 crédito em dois semestres,Transf USP,Masculino
2011/1,Noturno,104,1180,Cancelamento ultrapassou prazo máximo,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1181,Cancelamento 0 crédito em dois semestres,Vestibular,Masculino
2011/1,Noturno,104,1182,Término,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1183,Cancelamento menos 20% créditos 2 semestres,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1184,Cancelamento 0 crédito em dois semestres,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1185,Reativado,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1186,Término,Vestibular 4 Lista,Masculino
2011/1,Noturno,104,1187,Término,Vestibular,Feminino
2011/1,Noturno,104,1188,Reativado,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1189,Término,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1190,Cancelamento trancamento 4 semestres,Transf Externa,Masculino
2011/1,Noturno,104,1191,Reativado,Vestibular,Masculino
2011/1,Noturno,104,1192,Ativo,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1193,Término,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1194,Reativado,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1195,Cancelamento menos 20% créditos 2 semestres,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1196,Cancelamento menos 20% créditos 2 semestres,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1197,Cancelamento 0 crédito em dois semestres,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1198,Término,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1199,Término,Vestibular,Masculino
2011/1,Noturno,104,1200,Ativo,Vestibular,Masculino
2011/1,Noturno,104,1201,Término,Vestibular,Masculino
2011/1,Noturno,104,1202,Trancado,Vestibular,Masculino
2011/1,Noturno,104,1203,Término,Vestibular 3 Lista,Feminino
2011/1,Noturno,104,1204,Término,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1205,Reativado,Transf Externa,Masculino
2011/1,Noturno,104,1206,Término,Vestibular,Masculino
2011/1,Noturno,104,1207,Término,Vestibular,Masculino
2011/1,Noturno,104,1208,Término,Vestibular,Masculino
2011/1,Noturno,104,1209,Término,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1210,Término,Vestibular,Masculino
2011/1,Noturno,104,1211,Ingressante sem Frequência,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1212,Término,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1213,Cancelamento trancamento 4 semestres,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1214,Cancelamento menos 20% créditos 2 semestres,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1215,Cancelamento trancamento 4 semestres,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1216,Cancelamento menos 20% créditos 2 semestres,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1217,Ingressante sem Frequência,Vestibular 3 Lista,Feminino
2011/1,Noturno,104,1218,Cancelamento trancamento 4 semestres,Vestibular 3 Lista,Feminino
2011/1,Noturno,104,1219,Término,Transf Externa,Masculino
2011/1,Noturno,104,1220,Término,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1221,Término,Vestibular 3 Lista,Masculino
2011/1,Noturno,104,1222,Término,Vestibular,Feminino
2011/1,Noturno,104,1223,Término,Vestibular,Masculino
2011/1,Noturno,104,1224,Cancelamento trancamento 4 semestres,Vestibular,Masculino
2011/1,Noturno,104,1225,Cancelamento 0 crédito em dois semestres,Vestibular 2 Lista,Masculino
2011/1,Noturno,104,1226,Ingressante sem Frequência,Vestibular 4 Lista,Masculino
2011/1,Noturno,104,1227,Cancelamento trancamento 4 semestres,Vestibular 3 Lista,Masculino
